review_id,transaction_id,customer_id,product_id,store_id,review_date,rating,sentiment,review_text
R01513,T0013099,C08481,P0167,S018,2022-04-20,4,Positive,"Amazing product, exceeded my expectations!"
R01514,T0139013,C00181,P0030,S013,2024-10-23,3,Neutral,"Product works fine, delivery was slow."
R01515,T0108354,C03607,P0182,S007,2024-03-06,2,Negative,"Not as described, very misleading."
R01516,T0127377,C07301,P0172,S013,2024-07-27,4,Positive,"Perfect for my needs, love the quality."
R01517,T0010384,C02372,P0181,S001,2022-04-01,5,Positive,Incredibly impressed with this item.
R01518,T0093339,C03226,P0042,S024,2023-11-21,3,Neutral,"Decent product, does what it says."
R01519,T0096519,C02422,P0129,S025,2023-12-08,3,Neutral,"Average experience, could be better."
R01520,T0086459,C01611,P0080,S011,2023-10-09,2,Negative,"Terrible quality, complete waste of money."
R01521,T0070639,C08055,P0029,S011,2023-06-13,4,Positive,"Will definitely buy again, very satisfied."
R01522,T0103568,C01273,P0025,S018,2024-01-24,1,Negative,Product broke after one week of use.
R01523,T0052899,C09832,P0008,S001,2023-01-24,2,Negative,"Poor customer service, won't buy again."
R01524,T0100894,C07935,P0129,S022,2023-12-30,5,Positive,Outstanding service and product quality!
R01525,T0046529,C04460,P0219,S005,2022-12-12,3,Neutral,"Average experience, could be better."
R01526,T0047630,C03923,P0114,S014,2022-12-17,4,Positive,"Perfect for my needs, love the quality."
R01527,T0076872,C02420,P0016,S009,2023-07-30,5,Positive,Outstanding service and product quality!
R01528,T0054443,C01236,P0065,S002,2023-02-05,3,Neutral,"Decent product, does what it says."
R01529,T0096669,C04039,P0099,S017,2023-12-09,5,Positive,"Will definitely buy again, very satisfied."
R01530,T0043447,C06128,P0129,S013,2022-11-25,4,Positive,Outstanding service and product quality!
R01531,T0066766,C05313,P0099,S024,2023-05-16,2,Negative,"Poor customer service, won't buy again."
R01532,T0118682,C01240,P0176,S001,2024-05-23,5,Positive,"Great value for money, highly recommend."
R01533,T0102224,C02497,P0066,S009,2024-01-11,5,Positive,Outstanding service and product quality!
R01534,T0054275,C06074,P0200,S004,2023-02-04,1,Negative,Extremely unhappy with this product.
R01535,T0095524,C07004,P0223,S002,2023-12-03,5,Positive,"Great value for money, highly recommend."
R01536,T0141751,C01748,P0009,S011,2024-11-09,4,Positive,Best purchase I've made this year.
R01537,T0073183,C08321,P0016,S019,2023-07-01,4,Positive,Outstanding service and product quality!
R01538,T0017175,C05043,P0052,S013,2022-05-21,4,Positive,"Great value for money, highly recommend."
R01539,T0120461,C06903,P0059,S022,2024-06-05,3,Neutral,"Product works fine, delivery was slow."
R01540,T0070444,C03378,P0101,S007,2023-06-11,3,Neutral,"Decent product, does what it says."
R01541,T0052268,C06782,P0124,S002,2023-01-17,4,Positive,"Amazing product, exceeded my expectations!"
R01542,T0084178,C02416,P0208,S013,2023-09-25,3,Neutral,"Product works fine, delivery was slow."
R01543,T0111301,C00588,P0029,S008,2024-03-29,4,Positive,Best purchase I've made this year.
R01544,T0116936,C00569,P0044,S017,2024-05-11,4,Positive,"Perfect for my needs, love the quality."
R01545,T0058659,C09763,P0090,S011,2023-03-14,3,Neutral,"Decent product, does what it says."
R01546,T0063587,C05300,P0084,S025,2023-04-22,3,Neutral,"Product works fine, delivery was slow."
R01547,T0030884,C06505,P0038,S015,2022-09-05,5,Positive,"Amazing product, exceeded my expectations!"
R01548,T0044163,C05375,P0183,S013,2022-11-30,5,Positive,"Great value for money, highly recommend."
R01549,T0037547,C02818,P0073,S019,2022-10-21,4,Positive,"Perfect for my needs, love the quality."
R01550,T0013313,C08214,P0176,S023,2022-04-22,4,Positive,Outstanding service and product quality!
R01551,T0126491,C06894,P0121,S025,2024-07-20,4,Positive,"Will definitely buy again, very satisfied."
R01552,T0082934,C09712,P0063,S015,2023-09-14,3,Neutral,"Decent product, does what it says."
R01553,T0134491,C02464,P0066,S023,2024-09-22,5,Positive,Best purchase I've made this year.
R01554,T0140050,C01519,P0045,S021,2024-10-30,3,Neutral,Met my basic expectations.
R01555,T0079483,C05472,P0064,S006,2023-08-20,4,Positive,"Perfect for my needs, love the quality."
R01556,T0071712,C09818,P0023,S010,2023-06-21,5,Positive,Incredibly impressed with this item.
R01557,T0107633,C03305,P0076,S024,2024-02-29,4,Positive,Best purchase I've made this year.
R01558,T0053669,C00812,P0024,S020,2023-01-30,5,Positive,Best purchase I've made this year.
R01559,T0064042,C09586,P0197,S008,2023-04-26,1,Negative,"Arrived damaged, very frustrating experience."
R01560,T0125022,C07047,P0045,S005,2024-07-08,4,Positive,Best purchase I've made this year.
R01561,T0031391,C00754,P0217,S001,2022-09-08,5,Positive,Fast shipping and excellent quality.
R01562,T0138861,C04341,P0040,S010,2024-10-22,3,Neutral,"Decent product, does what it says."
R01563,T0123134,C07861,P0054,S009,2024-06-25,3,Neutral,"Decent product, does what it says."
R01564,T0102071,C08693,P0147,S011,2024-01-09,4,Positive,Best purchase I've made this year.
R01565,T0052725,C00980,P0041,S025,2023-01-22,5,Positive,"Perfect for my needs, love the quality."
R01566,T0046439,C03988,P0146,S024,2022-12-11,3,Neutral,Met my basic expectations.
R01567,T0101410,C09499,P0190,S022,2024-01-03,2,Negative,"Terrible quality, complete waste of money."
R01568,T0043277,C06547,P0012,S018,2022-11-24,2,Negative,"Terrible quality, complete waste of money."
R01569,T0145662,C04156,P0138,S018,2024-12-01,5,Positive,"Perfect for my needs, love the quality."
R01570,T0111558,C06939,P0143,S025,2024-03-31,1,Negative,Extremely unhappy with this product.
R01571,T0103972,C05649,P0002,S019,2024-01-27,5,Positive,Incredibly impressed with this item.
R01572,T0027250,C08826,P0199,S006,2022-08-06,5,Positive,"Perfect for my needs, love the quality."
R01573,T0004190,C02437,P0169,S017,2022-02-07,3,Neutral,Nothing special but gets the job done.
R01574,T0151180,C09149,P0123,S012,2024-12-29,4,Positive,Incredibly impressed with this item.
R01575,T0036733,C05319,P0189,S012,2022-10-16,5,Positive,Outstanding service and product quality!
R01576,T0062124,C02866,P0053,S002,2023-04-11,4,Positive,Incredibly impressed with this item.
R01577,T0118818,C06942,P0217,S016,2024-05-24,4,Positive,"Great value for money, highly recommend."
R01578,T0061513,C04455,P0152,S024,2023-04-06,3,Neutral,"Average experience, could be better."
R01579,T0130970,C05313,P0145,S014,2024-08-26,3,Neutral,"Product works fine, delivery was slow."
R01580,T0008090,C02169,P0123,S011,2022-03-13,4,Positive,Fast shipping and excellent quality.
R01581,T0048960,C00039,P0068,S012,2022-12-24,4,Positive,Best purchase I've made this year.
R01582,T0088244,C00853,P0079,S007,2023-10-21,2,Negative,"Worst purchase ever, do not recommend."
R01583,T0039401,C00743,P0136,S023,2022-11-02,3,Neutral,Met my basic expectations.
R01584,T0095862,C02559,P0022,S006,2023-12-05,5,Positive,Fast shipping and excellent quality.
R01585,T0099401,C04602,P0102,S019,2023-12-23,2,Negative,Very disappointed with the quality.
R01586,T0088318,C06286,P0007,S017,2023-10-22,3,Neutral,"Decent product, does what it says."
R01587,T0074369,C02714,P0152,S006,2023-07-10,4,Positive,Best purchase I've made this year.
R01588,T0079787,C00174,P0011,S022,2023-08-22,4,Positive,Best purchase I've made this year.
R01589,T0018600,C05748,P0176,S018,2022-06-01,4,Positive,"Great value for money, highly recommend."
R01590,T0001190,C05487,P0025,S001,2022-01-11,3,Neutral,Nothing special but gets the job done.
R01591,T0112030,C00713,P0209,S003,2024-04-04,4,Positive,"Great value for money, highly recommend."
R01592,T0010257,C01044,P0021,S016,2022-03-31,5,Positive,Incredibly impressed with this item.
R01593,T0060251,C05335,P0219,S024,2023-03-27,4,Positive,"Will definitely buy again, very satisfied."
R01594,T0048573,C02273,P0179,S024,2022-12-22,1,Negative,"Poor customer service, won't buy again."
R01595,T0150835,C05890,P0084,S011,2024-12-27,5,Positive,"Amazing product, exceeded my expectations!"
R01596,T0068631,C09146,P0049,S015,2023-05-29,2,Negative,"Not as described, very misleading."
R01597,T0004469,C01292,P0015,S008,2022-02-10,2,Negative,"Not as described, very misleading."
R01598,T0116795,C02888,P0217,S023,2024-05-10,5,Positive,Best purchase I've made this year.
R01599,T0068553,C06777,P0205,S003,2023-05-29,4,Positive,Incredibly impressed with this item.
R01600,T0027082,C08704,P0138,S022,2022-08-05,4,Positive,"Amazing product, exceeded my expectations!"
R01601,T0080024,C08268,P0149,S015,2023-08-24,2,Negative,Extremely unhappy with this product.
R01602,T0094348,C08558,P0135,S011,2023-11-27,5,Positive,"Will definitely buy again, very satisfied."
R01603,T0102839,C09397,P0112,S002,2024-01-16,4,Positive,Fast shipping and excellent quality.
R01604,T0147264,C05253,P0197,S020,2024-12-09,4,Positive,"Will definitely buy again, very satisfied."
R01605,T0142175,C08050,P0205,S022,2024-11-11,4,Positive,Fast shipping and excellent quality.
R01606,T0077302,C07892,P0226,S011,2023-08-02,1,Negative,"Terrible quality, complete waste of money."
R01607,T0122113,C09002,P0072,S006,2024-06-17,3,Neutral,OK quality for the price.
R01608,T0041978,C06772,P0079,S011,2022-11-17,1,Negative,"Worst purchase ever, do not recommend."
R01609,T0084551,C09508,P0199,S004,2023-09-27,5,Positive,"Great value for money, highly recommend."
R01610,T0024135,C05819,P0173,S011,2022-07-12,5,Positive,"Amazing product, exceeded my expectations!"
R01611,T0060164,C01804,P0061,S006,2023-03-26,2,Negative,"Terrible quality, complete waste of money."
R01612,T0127869,C02788,P0030,S022,2024-07-30,5,Positive,"Will definitely buy again, very satisfied."
R01613,T0134500,C04143,P0071,S015,2024-09-22,2,Negative,Very disappointed with the quality.
R01614,T0144014,C02000,P0146,S025,2024-11-22,5,Positive,"Will definitely buy again, very satisfied."
R01615,T0048347,C09215,P0144,S008,2022-12-21,4,Positive,Outstanding service and product quality!
R01616,T0042802,C09220,P0150,S012,2022-11-22,3,Neutral,Nothing special but gets the job done.
R01617,T0041792,C01621,P0223,S013,2022-11-16,2,Negative,"Not as described, very misleading."
R01618,T0009938,C07537,P0182,S019,2022-03-29,1,Negative,"Worst purchase ever, do not recommend."
R01619,T0128640,C05228,P0010,S007,2024-08-06,4,Positive,"Great value for money, highly recommend."
R01620,T0029983,C04224,P0099,S016,2022-08-29,4,Positive,"Amazing product, exceeded my expectations!"
R01621,T0012073,C04660,P0143,S024,2022-04-13,5,Positive,"Great value for money, highly recommend."
R01622,T0013371,C01505,P0175,S003,2022-04-22,3,Neutral,Nothing special but gets the job done.
R01623,T0078889,C00231,P0173,S002,2023-08-15,3,Neutral,OK quality for the price.
R01624,T0022458,C04312,P0158,S014,2022-06-29,4,Positive,Incredibly impressed with this item.
R01625,T0059443,C02738,P0186,S023,2023-03-21,2,Negative,"Not as described, very misleading."
R01626,T0020270,C09876,P0046,S007,2022-06-13,3,Neutral,Met my basic expectations.
R01627,T0032576,C04096,P0071,S014,2022-09-17,3,Neutral,"Product works fine, delivery was slow."
R01628,T0101856,C08120,P0207,S009,2024-01-07,5,Positive,Outstanding service and product quality!
R01629,T0090635,C09531,P0125,S010,2023-11-05,5,Positive,"Great value for money, highly recommend."
R01630,T0098074,C09322,P0179,S022,2023-12-16,1,Negative,"Arrived damaged, very frustrating experience."
R01631,T0128194,C08401,P0005,S006,2024-08-02,4,Positive,Best purchase I've made this year.
R01632,T0015819,C08922,P0049,S011,2022-05-12,1,Negative,Product broke after one week of use.
R01633,T0044302,C08423,P0019,S009,2022-12-01,1,Negative,Very disappointed with the quality.
R01634,T0018821,C03656,P0143,S008,2022-06-03,3,Neutral,Met my basic expectations.
R01635,T0103419,C01555,P0036,S007,2024-01-22,4,Positive,"Great value for money, highly recommend."
R01636,T0141198,C03251,P0013,S003,2024-11-06,4,Positive,Incredibly impressed with this item.
R01637,T0129382,C00977,P0171,S007,2024-08-12,4,Positive,"Great value for money, highly recommend."
R01638,T0007256,C08197,P0016,S024,2022-03-07,4,Positive,Fast shipping and excellent quality.
R01639,T0031777,C00672,P0087,S023,2022-09-11,4,Positive,Fast shipping and excellent quality.
R01640,T0015120,C06205,P0050,S022,2022-05-06,5,Positive,Fast shipping and excellent quality.
R01641,T0107770,C08250,P0059,S005,2024-03-01,5,Positive,"Great value for money, highly recommend."
R01642,T0004542,C05295,P0225,S019,2022-02-11,4,Positive,Best purchase I've made this year.
R01643,T0136176,C07791,P0152,S023,2024-10-04,5,Positive,"Will definitely buy again, very satisfied."
R01644,T0146041,C07274,P0010,S004,2024-12-03,5,Positive,"Will definitely buy again, very satisfied."
R01645,T0085759,C04669,P0042,S001,2023-10-05,5,Positive,"Amazing product, exceeded my expectations!"
R01646,T0005016,C09624,P0187,S018,2022-02-16,3,Neutral,Nothing special but gets the job done.
R01647,T0062949,C00419,P0056,S008,2023-04-17,5,Positive,"Perfect for my needs, love the quality."
R01648,T0096988,C03883,P0100,S004,2023-12-11,5,Positive,Best purchase I've made this year.
R01649,T0148143,C07729,P0035,S010,2024-12-14,3,Neutral,"Decent product, does what it says."
R01650,T0052994,C05338,P0131,S014,2023-01-25,3,Neutral,"Decent product, does what it says."
R01651,T0105075,C01591,P0119,S019,2024-02-06,5,Positive,"Perfect for my needs, love the quality."
R01652,T0022175,C08203,P0022,S015,2022-06-27,3,Neutral,"Average experience, could be better."
R01653,T0070849,C00861,P0040,S014,2023-06-14,1,Negative,"Terrible quality, complete waste of money."
R01654,T0150933,C03606,P0020,S012,2024-12-27,3,Neutral,"Decent product, does what it says."
R01655,T0123038,C04997,P0212,S013,2024-06-24,4,Positive,"Perfect for my needs, love the quality."
R01656,T0013659,C00305,P0106,S011,2022-04-24,3,Neutral,"Product works fine, delivery was slow."
R01657,T0036291,C00483,P0097,S003,2022-10-13,5,Positive,"Amazing product, exceeded my expectations!"
R01658,T0088849,C01912,P0083,S016,2023-10-25,4,Positive,"Perfect for my needs, love the quality."
R01659,T0053031,C09453,P0092,S017,2023-01-25,1,Negative,Extremely unhappy with this product.
R01660,T0097788,C05035,P0065,S018,2023-12-15,5,Positive,Incredibly impressed with this item.
R01661,T0108795,C05658,P0047,S004,2024-03-09,2,Negative,"Worst purchase ever, do not recommend."
R01662,T0046326,C07229,P0059,S005,2022-12-11,5,Positive,Fast shipping and excellent quality.
R01663,T0032940,C01929,P0210,S002,2022-09-20,2,Negative,Very disappointed with the quality.
R01664,T0116667,C09588,P0097,S014,2024-05-09,5,Positive,"Perfect for my needs, love the quality."
R01665,T0151428,C03016,P0066,S023,2024-12-30,4,Positive,"Will definitely buy again, very satisfied."
R01666,T0053248,C08340,P0078,S009,2023-01-27,4,Positive,"Great value for money, highly recommend."
R01667,T0094857,C08299,P0053,S025,2023-11-30,4,Positive,Fast shipping and excellent quality.
R01668,T0050091,C05896,P0079,S002,2022-12-30,5,Positive,"Great value for money, highly recommend."
R01669,T0137784,C08869,P0183,S019,2024-10-15,3,Neutral,OK quality for the price.
R01670,T0070975,C02183,P0116,S003,2023-06-15,5,Positive,"Perfect for my needs, love the quality."
R01671,T0110059,C00944,P0196,S020,2024-03-19,3,Neutral,"Decent product, does what it says."
R01672,T0132651,C07040,P0121,S003,2024-09-08,4,Positive,Outstanding service and product quality!
R01673,T0055521,C05374,P0013,S001,2023-02-16,5,Positive,Incredibly impressed with this item.
R01674,T0116251,C05989,P0075,S012,2024-05-06,1,Negative,Product broke after one week of use.
R01675,T0010802,C03911,P0125,S007,2022-04-04,4,Positive,"Will definitely buy again, very satisfied."
R01676,T0089338,C08035,P0172,S025,2023-10-28,3,Neutral,Met my basic expectations.
R01677,T0021628,C06768,P0065,S007,2022-06-23,3,Neutral,Met my basic expectations.
R01678,T0004445,C07093,P0153,S007,2022-02-10,4,Positive,"Great value for money, highly recommend."
R01679,T0062055,C07801,P0070,S024,2023-04-10,1,Negative,"Terrible quality, complete waste of money."
R01680,T0007880,C03679,P0014,S010,2022-03-12,3,Neutral,"Decent product, does what it says."
R01681,T0040394,C03680,P0006,S007,2022-11-08,5,Positive,"Amazing product, exceeded my expectations!"
R01682,T0006541,C03556,P0073,S021,2022-03-01,1,Negative,Extremely unhappy with this product.
R01683,T0060728,C09302,P0195,S008,2023-03-31,4,Positive,"Great value for money, highly recommend."
R01684,T0150891,C05140,P0035,S004,2024-12-27,5,Positive,Incredibly impressed with this item.
R01685,T0012805,C04699,P0194,S008,2022-04-18,2,Negative,"Worst purchase ever, do not recommend."
R01686,T0121377,C09550,P0166,S009,2024-06-12,3,Neutral,"Product works fine, delivery was slow."
R01687,T0070123,C00204,P0082,S014,2023-06-09,3,Neutral,Nothing special but gets the job done.
R01688,T0038676,C09814,P0150,S005,2022-10-28,3,Neutral,Nothing special but gets the job done.
R01689,T0149266,C03521,P0152,S024,2024-12-19,3,Neutral,"Average experience, could be better."
R01690,T0007879,C04770,P0168,S024,2022-03-12,2,Negative,Extremely unhappy with this product.
R01691,T0063912,C04698,P0112,S002,2023-04-25,4,Positive,"Perfect for my needs, love the quality."
R01692,T0085072,C07917,P0066,S009,2023-09-30,5,Positive,Fast shipping and excellent quality.
R01693,T0101420,C05157,P0184,S021,2024-01-03,4,Positive,"Amazing product, exceeded my expectations!"
R01694,T0003243,C04491,P0182,S017,2022-01-30,3,Neutral,OK quality for the price.
R01695,T0014667,C08482,P0166,S013,2022-05-02,4,Positive,"Amazing product, exceeded my expectations!"
R01696,T0072549,C05536,P0138,S021,2023-06-26,5,Positive,"Will definitely buy again, very satisfied."
R01697,T0089651,C01870,P0011,S007,2023-10-30,5,Positive,Best purchase I've made this year.
R01698,T0109687,C01918,P0140,S009,2024-03-16,2,Negative,Very disappointed with the quality.
R01699,T0122752,C06300,P0200,S002,2024-06-22,3,Neutral,Nothing special but gets the job done.
R01700,T0102299,C01317,P0004,S020,2024-01-11,5,Positive,"Amazing product, exceeded my expectations!"
R01701,T0147863,C01820,P0186,S020,2024-12-12,4,Positive,"Great value for money, highly recommend."
R01702,T0026870,C02442,P0214,S019,2022-08-03,5,Positive,Best purchase I've made this year.
R01703,T0019728,C05247,P0009,S013,2022-06-09,5,Positive,"Perfect for my needs, love the quality."
R01704,T0064270,C04406,P0216,S024,2023-04-28,5,Positive,"Perfect for my needs, love the quality."
R01705,T0042225,C01637,P0017,S004,2022-11-19,1,Negative,"Arrived damaged, very frustrating experience."
R01706,T0138468,C05284,P0064,S009,2024-10-19,1,Negative,"Worst purchase ever, do not recommend."
R01707,T0025892,C01076,P0050,S024,2022-07-26,4,Positive,Fast shipping and excellent quality.
R01708,T0121596,C06665,P0184,S024,2024-06-14,5,Positive,"Great value for money, highly recommend."
R01709,T0142633,C00647,P0101,S009,2024-11-14,5,Positive,"Perfect for my needs, love the quality."
R01710,T0048801,C06667,P0214,S015,2022-12-23,4,Positive,"Great value for money, highly recommend."
R01711,T0090851,C01580,P0185,S007,2023-11-06,5,Positive,Incredibly impressed with this item.
R01712,T0151443,C03492,P0159,S018,2024-12-30,4,Positive,Fast shipping and excellent quality.
R01713,T0128215,C08500,P0168,S003,2024-08-02,5,Positive,"Great value for money, highly recommend."
R01714,T0030387,C09042,P0102,S009,2022-09-01,3,Neutral,Nothing special but gets the job done.
R01715,T0120482,C02319,P0084,S016,2024-06-05,3,Neutral,Met my basic expectations.
R01716,T0050824,C09457,P0183,S008,2023-01-05,3,Neutral,OK quality for the price.
R01717,T0142865,C09735,P0157,S025,2024-11-15,5,Positive,"Amazing product, exceeded my expectations!"
R01718,T0143435,C08998,P0081,S024,2024-11-19,1,Negative,Product broke after one week of use.
R01719,T0006099,C05407,P0104,S025,2022-02-25,2,Negative,Product broke after one week of use.
R01720,T0129078,C09190,P0027,S015,2024-08-09,5,Positive,"Will definitely buy again, very satisfied."
R01721,T0007694,C09974,P0142,S022,2022-03-10,4,Positive,Fast shipping and excellent quality.
R01722,T0035600,C03879,P0056,S004,2022-10-08,4,Positive,Best purchase I've made this year.
R01723,T0012482,C09008,P0157,S022,2022-04-16,4,Positive,Fast shipping and excellent quality.
R01724,T0102435,C05408,P0030,S020,2024-01-13,5,Positive,Outstanding service and product quality!
R01725,T0018411,C00787,P0095,S016,2022-05-31,4,Positive,Outstanding service and product quality!
R01726,T0087217,C02986,P0162,S018,2023-10-15,4,Positive,"Will definitely buy again, very satisfied."
R01727,T0090071,C06284,P0014,S007,2023-11-02,5,Positive,Incredibly impressed with this item.
R01728,T0022919,C08430,P0163,S008,2022-07-02,4,Positive,Outstanding service and product quality!
R01729,T0012047,C03474,P0203,S014,2022-04-13,2,Negative,"Not as described, very misleading."
R01730,T0110125,C00381,P0036,S018,2024-03-20,5,Positive,Best purchase I've made this year.
R01731,T0148644,C06963,P0116,S010,2024-12-16,3,Neutral,Nothing special but gets the job done.
R01732,T0148537,C01268,P0067,S023,2024-12-16,4,Positive,Outstanding service and product quality!
R01733,T0140206,C02599,P0199,S001,2024-10-31,4,Positive,"Great value for money, highly recommend."
R01734,T0128130,C00977,P0085,S006,2024-08-01,5,Positive,Fast shipping and excellent quality.
R01735,T0044150,C01878,P0026,S016,2022-11-30,5,Positive,"Will definitely buy again, very satisfied."
R01736,T0132266,C04243,P0161,S004,2024-09-05,5,Positive,"Amazing product, exceeded my expectations!"
R01737,T0035210,C01288,P0069,S019,2022-10-05,4,Positive,"Great value for money, highly recommend."
R01738,T0082688,C08621,P0202,S002,2023-09-13,4,Positive,"Great value for money, highly recommend."
R01739,T0147356,C00865,P0164,S003,2024-12-10,3,Neutral,"Average experience, could be better."
R01740,T0064525,C01904,P0102,S005,2023-04-29,5,Positive,"Perfect for my needs, love the quality."
R01741,T0021899,C08556,P0125,S014,2022-06-25,3,Neutral,Met my basic expectations.
R01742,T0080669,C02974,P0104,S018,2023-08-29,4,Positive,Incredibly impressed with this item.
R01743,T0050286,C01992,P0219,S024,2022-12-31,3,Neutral,"Decent product, does what it says."
R01744,T0012693,C04292,P0145,S014,2022-04-17,5,Positive,"Great value for money, highly recommend."
R01745,T0001186,C04450,P0080,S021,2022-01-11,3,Neutral,Met my basic expectations.
R01746,T0136093,C05255,P0151,S010,2024-10-03,1,Negative,Extremely unhappy with this product.
R01747,T0058692,C00793,P0063,S014,2023-03-15,1,Negative,"Poor customer service, won't buy again."
R01748,T0078749,C08075,P0205,S005,2023-08-14,4,Positive,"Perfect for my needs, love the quality."
R01749,T0135590,C07132,P0039,S025,2024-09-30,1,Negative,"Poor customer service, won't buy again."
R01750,T0127436,C05824,P0032,S011,2024-07-27,4,Positive,"Will definitely buy again, very satisfied."
R01751,T0065063,C01761,P0216,S022,2023-05-03,1,Negative,"Worst purchase ever, do not recommend."
R01752,T0125334,C05082,P0116,S009,2024-07-10,4,Positive,"Perfect for my needs, love the quality."
R01753,T0052157,C06724,P0072,S024,2023-01-17,5,Positive,"Great value for money, highly recommend."
R01754,T0024154,C04464,P0002,S009,2022-07-12,5,Positive,"Great value for money, highly recommend."
R01755,T0138806,C07823,P0073,S011,2024-10-22,5,Positive,Fast shipping and excellent quality.
R01756,T0117174,C00930,P0106,S008,2024-05-13,3,Neutral,Nothing special but gets the job done.
R01757,T0090873,C07324,P0102,S002,2023-11-06,2,Negative,"Worst purchase ever, do not recommend."
R01758,T0066550,C08434,P0061,S003,2023-05-14,3,Neutral,OK quality for the price.
R01759,T0028043,C08047,P0142,S014,2022-08-13,3,Neutral,"Average experience, could be better."
R01760,T0110143,C03024,P0129,S014,2024-03-20,3,Neutral,Nothing special but gets the job done.
R01761,T0144716,C08960,P0009,S008,2024-11-26,5,Positive,Best purchase I've made this year.
R01762,T0114272,C05391,P0015,S014,2024-04-21,5,Positive,Fast shipping and excellent quality.
R01763,T0120506,C03222,P0151,S022,2024-06-05,4,Positive,"Perfect for my needs, love the quality."
R01764,T0142061,C01115,P0015,S021,2024-11-11,4,Positive,Best purchase I've made this year.
R01765,T0100046,C03147,P0171,S019,2023-12-26,4,Positive,"Perfect for my needs, love the quality."
R01766,T0047913,C06043,P0175,S022,2022-12-19,5,Positive,Fast shipping and excellent quality.
R01767,T0057385,C04823,P0174,S017,2023-03-04,5,Positive,Fast shipping and excellent quality.
R01768,T0119835,C01691,P0090,S006,2024-06-01,4,Positive,"Will definitely buy again, very satisfied."
R01769,T0098135,C07788,P0054,S016,2023-12-16,2,Negative,"Poor customer service, won't buy again."
R01770,T0049205,C00773,P0105,S012,2022-12-25,5,Positive,"Great value for money, highly recommend."
R01771,T0117158,C08526,P0002,S010,2024-05-13,4,Positive,Outstanding service and product quality!
R01772,T0103808,C03529,P0120,S017,2024-01-26,4,Positive,"Great value for money, highly recommend."
R01773,T0057999,C03180,P0060,S015,2023-03-09,4,Positive,"Will definitely buy again, very satisfied."
R01774,T0139189,C03808,P0192,S024,2024-10-24,5,Positive,Incredibly impressed with this item.
R01775,T0043634,C07943,P0216,S004,2022-11-26,4,Positive,"Great value for money, highly recommend."
R01776,T0045623,C04372,P0094,S012,2022-12-07,4,Positive,Best purchase I've made this year.
R01777,T0067548,C07528,P0069,S001,2023-05-21,5,Positive,"Perfect for my needs, love the quality."
R01778,T0027192,C02281,P0126,S005,2022-08-06,4,Positive,Incredibly impressed with this item.
R01779,T0095115,C08086,P0152,S001,2023-12-01,4,Positive,"Amazing product, exceeded my expectations!"
R01780,T0063645,C09306,P0069,S004,2023-04-23,3,Neutral,Nothing special but gets the job done.
R01781,T0023212,C01628,P0005,S015,2022-07-04,4,Positive,"Will definitely buy again, very satisfied."
R01782,T0123590,C02620,P0173,S024,2024-06-28,5,Positive,"Will definitely buy again, very satisfied."
R01783,T0100793,C09473,P0163,S017,2023-12-30,5,Positive,Incredibly impressed with this item.
R01784,T0124028,C03194,P0019,S008,2024-07-01,3,Neutral,OK quality for the price.
R01785,T0036917,C03358,P0107,S007,2022-10-17,5,Positive,Fast shipping and excellent quality.
R01786,T0009361,C05062,P0044,S024,2022-03-24,3,Neutral,Nothing special but gets the job done.
R01787,T0065531,C08861,P0022,S023,2023-05-07,3,Neutral,"Decent product, does what it says."
R01788,T0137805,C06181,P0222,S017,2024-10-15,5,Positive,Incredibly impressed with this item.
R01789,T0065735,C08703,P0134,S002,2023-05-08,5,Positive,"Amazing product, exceeded my expectations!"
R01790,T0079413,C05481,P0204,S006,2023-08-19,5,Positive,"Amazing product, exceeded my expectations!"
R01791,T0045887,C09605,P0159,S012,2022-12-08,5,Positive,"Perfect for my needs, love the quality."
R01792,T0023026,C04466,P0060,S022,2022-07-03,4,Positive,Incredibly impressed with this item.
R01793,T0065794,C01764,P0147,S024,2023-05-09,5,Positive,Fast shipping and excellent quality.
R01794,T0097518,C03604,P0074,S011,2023-12-13,5,Positive,Outstanding service and product quality!
R01795,T0021980,C05968,P0100,S008,2022-06-25,4,Positive,Incredibly impressed with this item.
R01796,T0082590,C02887,P0041,S019,2023-09-12,3,Neutral,"Decent product, does what it says."
R01797,T0150941,C01829,P0199,S014,2024-12-27,4,Positive,Incredibly impressed with this item.
R01798,T0084593,C05386,P0199,S011,2023-09-27,2,Negative,"Arrived damaged, very frustrating experience."
R01799,T0084333,C06087,P0080,S020,2023-09-26,2,Negative,"Arrived damaged, very frustrating experience."
R01800,T0035788,C06229,P0063,S019,2022-10-09,2,Negative,Very disappointed with the quality.
R01801,T0046338,C01492,P0130,S025,2022-12-11,3,Neutral,OK quality for the price.
R01802,T0098917,C06932,P0018,S006,2023-12-21,4,Positive,"Will definitely buy again, very satisfied."
R01803,T0085370,C02994,P0064,S007,2023-10-02,5,Positive,"Great value for money, highly recommend."
R01804,T0143328,C09556,P0132,S001,2024-11-18,4,Positive,Best purchase I've made this year.
R01805,T0071629,C05048,P0151,S018,2023-06-20,5,Positive,Outstanding service and product quality!
R01806,T0041911,C08305,P0169,S025,2022-11-17,3,Neutral,Met my basic expectations.
R01807,T0002889,C03419,P0186,S023,2022-01-26,1,Negative,"Arrived damaged, very frustrating experience."
R01808,T0052103,C08876,P0128,S016,2023-01-16,4,Positive,Incredibly impressed with this item.
